id,value
id_124,8.250392036900948
id_125,40.25385890673429
id_126,10.374974004380892
id_127,20.875061638801775
id_128,28.132762902119097
id_129,62.96808566710926
id_130,22.04397097841922
id_131,22.799742542287998
id_132,59.232310602427496
id_133,15.166759907308123
id_134,14.666382669087092
id_135,2.246367997327111
id_136,11.91919105093621
id_137,58.91875714419731
id_138,19.324274614352785
id_139,6.037143878953502
id_140,28.35452686336905
id_141,25.515497705273546
id_142,44.83154320151954
id_143,30.050162602889717
id_144,18.537590995128664
id_145,26.30870915774036
id_146,11.124968707957674
id_147,51.66178816184596
id_148,23.15838109979645
id_149,37.9445919661856
id_150,9.15367995450917
id_151,7.812056955550886
id_152,23.823246718532353
id_153,7.11676760876111
id_154,14.741132120359737
id_155,41.38059295623477
id_156,7.953957318731649
id_157,36.75735764845047
id_158,10.356949634254827
id_159,18.659276468233063
id_160,41.20403600667275
id_161,18.788385142216406
id_162,12.12601657358479
id_163,7.332608906798652
id_164,51.86104330862009
id_165,30.387921641693733
id_166,-0.7207542503988756
id_167,15.40012515836224
id_168,63.17181565708068
id_169,14.295758255839036
id_170,64.09550571547895
id_171,39.34390370431841
id_172,26.515623527977926
id_173,20.54933837509835
id_174,61.70428722727868
id_175,24.85164560094686
id_176,21.116932233963794
id_177,37.43313010972203
id_178,12.494079752949636
id_179,30.955385934358226
id_180,16.926248151266158
id_181,11.650767199573567
id_182,55.76948945296882
id_183,46.92150558689212
id_184,16.496090621667584
id_185,35.394196655555035
id_186,26.432679565846144
id_187,71.69748695872099
id_188,10.024635969171298
id_189,57.223405797593415
id_190,38.69719835951558
id_191,15.804023274862148
id_192,29.560231362971248
id_193,0.1468255520731688
id_194,19.45856130251152
id_195,0.9081431715873022
id_196,34.146620682876
id_197,10.45309375764662
id_198,18.600044871236637
id_199,60.993420745075696
id_200,24.09874349433532
id_201,23.595892087815812
id_202,64.89243812821523
id_203,10.650222373995428
id_204,9.302528987882505
id_205,11.56907981867502
id_206,7.615203914597497
id_207,1.6863507835193878
id_208,123.72793955091637
id_209,20.03755731361947
id_210,15.907738506431379
id_211,13.441770716265323
id_212,36.31156503847048
id_213,36.232688856442046
id_214,19.607131745524
id_215,34.47906874526103
id_216,76.82778330921174
id_217,0.2530555059371241
id_218,12.875408687676828
id_219,32.47163475990282
id_220,15.442706738204366
id_221,12.75367553740829
id_222,113.57228715938065
id_223,12.502241306680965
id_224,16.532845390805946
id_225,62.219816418408314
id_226,16.246381215161158
id_227,19.60838416576248
id_228,9.775929268291868
id_229,3.8153983931126256
id_230,45.832437700153534
id_231,13.387113599523325
id_232,53.429745637434
id_233,42.368997712144385
id_234,24.40051160052034
id_235,41.559261019259715
id_236,68.63054357687957
id_237,40.45642942963947
id_238,12.54853434752592
id_239,17.226686775767714
